study_accession,sample_accession,sample_name,run_accession,read_count,fastq_ftp
PRJEB1786,SAMEA1906415,227,ERR260232,9333402,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260232/ERR260232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260232/ERR260232_2.fastq.gz
PRJEB1786,SAMEA1906430,229,ERR260233,10337449,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260233/ERR260233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260233/ERR260233_2.fastq.gz
PRJEB1786,SAMEA1906448,231,ERR260234,12290046,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260234/ERR260234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260234/ERR260234_2.fastq.gz
PRJEB1786,SAMEA1906572,235,ERR260235,7533581,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260235/ERR260235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260235/ERR260235_2.fastq.gz
PRJEB1786,SAMEA1906555,239,ERR260236,10078144,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260236/ERR260236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260236/ERR260236_2.fastq.gz
PRJEB1786,SAMEA1906567,243,ERR260237,13591367,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260237/ERR260237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260237/ERR260237_2.fastq.gz
PRJEB1786,SAMEA1906497,244,ERR260238,14040098,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260238/ERR260238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260238/ERR260238_2.fastq.gz
PRJEB1786,SAMEA1906533,248,ERR260239,12757950,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260239/ERR260239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260239/ERR260239_2.fastq.gz
PRJEB1786,SAMEA1906546,258,ERR260240,13235163,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260240/ERR260240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260240/ERR260240_2.fastq.gz
PRJEB1786,SAMEA1906472,263,ERR260241,11581627,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260241/ERR260241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260241/ERR260241_2.fastq.gz
PRJEB1786,SAMEA1906491,264,ERR260242,7929514,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260242/ERR260242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260242/ERR260242_2.fastq.gz
PRJEB1786,SAMEA1906417,268,ERR260243,11371398,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260243/ERR260243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260243/ERR260243_2.fastq.gz
PRJEB1786,SAMEA1906438,269,ERR260244,9602014,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260244/ERR260244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260244/ERR260244_2.fastq.gz
PRJEB1786,SAMEA1906581,278,ERR260245,13420978,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260245/ERR260245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260245/ERR260245_2.fastq.gz
PRJEB1786,SAMEA1906550,288,ERR260246,12325479,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260246/ERR260246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260246/ERR260246_2.fastq.gz
PRJEB1786,SAMEA1906575,290,ERR260247,11639144,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260247/ERR260247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260247/ERR260247_2.fastq.gz
PRJEB1786,SAMEA1906429,299,ERR260248,11300794,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260248/ERR260248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260248/ERR260248_2.fastq.gz
PRJEB1786,SAMEA1906447,112,ERR260249,9674430,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260249/ERR260249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260249/ERR260249_2.fastq.gz
PRJEB1786,SAMEA1906463,118,ERR260250,16372748,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260250/ERR260250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260250/ERR260250_2.fastq.gz
PRJEB1786,SAMEA1906460,121,ERR260251,12391800,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260251/ERR260251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260251/ERR260251_2.fastq.gz
PRJEB1786,SAMEA1906474,126,ERR260252,14759413,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260252/ERR260252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260252/ERR260252_2.fastq.gz
PRJEB1786,SAMEA1906525,127,ERR260253,12277317,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260253/ERR260253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260253/ERR260253_2.fastq.gz
PRJEB1786,SAMEA1906532,131,ERR260254,12909096,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260254/ERR260254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260254/ERR260254_2.fastq.gz
PRJEB1786,SAMEA1906551,141,ERR260255,9900293,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260255/ERR260255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260255/ERR260255_2.fastq.gz
PRJEB1786,SAMEA1906449,143,ERR260256,14922510,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260256/ERR260256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260256/ERR260256_2.fastq.gz
PRJEB1786,SAMEA1906425,144,ERR260257,22536928,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260257/ERR260257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260257/ERR260257_2.fastq.gz
PRJEB1786,SAMEA1906486,146,ERR260258,11827877,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260258/ERR260258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260258/ERR260258_2.fastq.gz
PRJEB1786,SAMEA1906459,153,ERR260259,19451938,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260259/ERR260259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260259/ERR260259_2.fastq.gz
PRJEB1786,SAMEA1906481,155,ERR260260,19181630,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260260/ERR260260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260260/ERR260260_2.fastq.gz
PRJEB1786,SAMEA1906451,158,ERR260261,20067854,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260261/ERR260261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260261/ERR260261_2.fastq.gz
PRJEB1786,SAMEA1906466,186,ERR260262,14829114,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260262/ERR260262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260262/ERR260262_2.fastq.gz
PRJEB1786,SAMEA1906443,187,ERR260263,22588195,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260263/ERR260263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260263/ERR260263_2.fastq.gz
PRJEB1786,SAMEA1906427,193,ERR260264,24518042,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260264/ERR260264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260264/ERR260264_2.fastq.gz
PRJEB1786,SAMEA1906563,194,ERR260265,22021962,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260265/ERR260265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260265/ERR260265_2.fastq.gz
PRJEB1786,SAMEA1906520,195,ERR260266,19437678,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260266/ERR260266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260266/ERR260266_2.fastq.gz
PRJEB1786,SAMEA1906538,198,ERR260267,20191326,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260267/ERR260267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260267/ERR260267_2.fastq.gz
PRJEB1786,SAMEA1906453,137,ERR260268,4155208,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260268/ERR260268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260268/ERR260268_2.fastq.gz
PRJEB1786,SAMEA1906494,249,ERR260269,5036006,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260269/ERR260269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260269/ERR260269_2.fastq.gz
PRJEB1786,SAMEA1906428,286,ERR260270,5528587,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260270/ERR260270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260270/ERR260270_2.fastq.gz
PRJEB1786,SAMEA1906445,297,ERR260271,3967737,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260271/ERR260271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260271/ERR260271_2.fastq.gz
PRJEB1786,SAMEA1906562,342,ERR260272,4109431,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260272/ERR260272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260272/ERR260272_2.fastq.gz
PRJEB1786,SAMEA1906549,470,ERR260273,4275127,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260273/ERR260273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260273/ERR260273_2.fastq.gz
PRJEB1786,SAMEA1906566,475,ERR260274,5968014,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260274/ERR260274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260274/ERR260274_2.fastq.gz
PRJEB1786,SAMEA1906507,485,ERR260275,5681375,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260275/ERR260275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260275/ERR260275_2.fastq.gz
PRJEB1786,SAMEA1906439,550,ERR260276,5187745,ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260276/ERR260276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260276/ERR260276_2.fastq.gz
PRJEB1786,SAMEA1906535,60,ERR275251,14924652,ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/ERR275251/ERR275251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/ERR275251/ERR275251_2.fastq.gz
PRJEB1786,SAMEA1906554,602,ERR275252,17840003,ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/ERR275252/ERR275252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/ERR275252/ERR275252_2.fastq.gz
PRJEB5224,SAMEA2338623,MH0192,ERR414230,22536705,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414230/ERR414230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414230/ERR414230_2.fastq.gz
PRJEB5224,SAMEA2338623,MH0192,ERR414231,7836262,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414231/ERR414231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414231/ERR414231_2.fastq.gz
PRJEB5224,SAMEA2338624,MH0221,ERR414232,29643232,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414232/ERR414232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414232/ERR414232_2.fastq.gz
PRJEB5224,SAMEA2338625,MH0222,ERR414233,30705218,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414233/ERR414233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414233/ERR414233_2.fastq.gz
PRJEB5224,SAMEA2338626,MH0234,ERR414234,33203631,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414234/ERR414234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414234/ERR414234_2.fastq.gz
PRJEB5224,SAMEA2338627,MH0238,ERR414235,29690282,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414235/ERR414235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414235/ERR414235_2.fastq.gz
PRJEB5224,SAMEA2338628,MH0245,ERR414236,28867656,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414236/ERR414236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414236/ERR414236_2.fastq.gz
PRJEB5224,SAMEA2338629,MH0246,ERR414237,24513811,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414237/ERR414237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414237/ERR414237_2.fastq.gz
PRJEB5224,SAMEA2338629,MH0246,ERR414238,6250353,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414238/ERR414238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414238/ERR414238_2.fastq.gz
PRJEB5224,SAMEA2338630,MH0252,ERR414239,32794311,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414239/ERR414239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414239/ERR414239_2.fastq.gz
PRJEB5224,SAMEA2338631,MH0259,ERR414240,30689212,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414240/ERR414240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414240/ERR414240_2.fastq.gz
PRJEB5224,SAMEA2338632,MH0260,ERR414241,39643242,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414241/ERR414241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414241/ERR414241_2.fastq.gz
PRJEB5224,SAMEA2338633,MH0261,ERR414242,29701142,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414242/ERR414242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414242/ERR414242_2.fastq.gz
PRJEB5224,SAMEA2338634,MH0262,ERR414243,28383413,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414243/ERR414243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414243/ERR414243_2.fastq.gz
PRJEB5224,SAMEA2338635,MH0264,ERR414244,30600896,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414244/ERR414244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414244/ERR414244_2.fastq.gz
PRJEB5224,SAMEA2338636,MH0265,ERR414245,33594871,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414245/ERR414245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414245/ERR414245_2.fastq.gz
PRJEB5224,SAMEA2338637,MH0266,ERR414246,36780949,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414246/ERR414246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414246/ERR414246_2.fastq.gz
PRJEB5224,SAMEA2338638,MH0268,ERR414247,35003247,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414247/ERR414247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414247/ERR414247_2.fastq.gz
PRJEB5224,SAMEA2338639,MH0270,ERR414248,28559213,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414248/ERR414248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414248/ERR414248_2.fastq.gz
PRJEB5224,SAMEA2338640,MH0271,ERR414249,8418523,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414249/ERR414249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414249/ERR414249_2.fastq.gz
PRJEB5224,SAMEA2338640,MH0271,ERR414250,20641289,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414250/ERR414250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414250/ERR414250_2.fastq.gz
PRJEB5224,SAMEA2338641,MH0280,ERR414251,34789898,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414251/ERR414251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414251/ERR414251_2.fastq.gz
PRJEB5224,SAMEA2338642,MH0281,ERR414252,32348185,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414252/ERR414252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414252/ERR414252_2.fastq.gz
PRJEB5224,SAMEA2338643,MH0283,ERR414253,8792608,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414253/ERR414253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414253/ERR414253_2.fastq.gz
PRJEB5224,SAMEA2338643,MH0283,ERR414254,23731462,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414254/ERR414254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414254/ERR414254_2.fastq.gz
PRJEB5224,SAMEA2338644,MH0284,ERR414255,34609295,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414255/ERR414255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414255/ERR414255_2.fastq.gz
PRJEB5224,SAMEA2338645,MH0290,ERR414256,27385713,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414256/ERR414256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414256/ERR414256_2.fastq.gz
PRJEB5224,SAMEA2338646,MH0293,ERR414257,22544272,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414257/ERR414257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414257/ERR414257_2.fastq.gz
PRJEB5224,SAMEA2338646,MH0293,ERR414258,6102241,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414258/ERR414258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414258/ERR414258_2.fastq.gz
PRJEB5224,SAMEA2338647,MH0297,ERR414259,25521548,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414259/ERR414259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414259/ERR414259_2.fastq.gz
PRJEB5224,SAMEA2338647,MH0297,ERR414260,4292945,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414260/ERR414260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414260/ERR414260_2.fastq.gz
PRJEB5224,SAMEA2338648,MH0298,ERR414261,25523850,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414261/ERR414261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414261/ERR414261_2.fastq.gz
PRJEB5224,SAMEA2338649,MH0299,ERR414262,27742724,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414262/ERR414262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414262/ERR414262_2.fastq.gz
PRJEB5224,SAMEA2338650,MH0301,ERR414263,25975935,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414263/ERR414263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414263/ERR414263_2.fastq.gz
PRJEB5224,SAMEA2338651,MH0303,ERR414264,27889545,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414264/ERR414264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414264/ERR414264_2.fastq.gz
PRJEB5224,SAMEA2338652,MH0308,ERR414265,32979390,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414265/ERR414265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414265/ERR414265_2.fastq.gz
PRJEB5224,SAMEA2338653,MH0309,ERR414266,31260223,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414266/ERR414266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414266/ERR414266_2.fastq.gz
PRJEB5224,SAMEA2338654,MH0310,ERR414267,34129357,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414267/ERR414267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414267/ERR414267_2.fastq.gz
PRJEB5224,SAMEA2338655,MH0311,ERR414268,30876696,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414268/ERR414268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414268/ERR414268_2.fastq.gz
PRJEB5224,SAMEA2338656,MH0314,ERR414269,23673708,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414269/ERR414269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414269/ERR414269_2.fastq.gz
PRJEB5224,SAMEA2338656,MH0314,ERR414270,5349896,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414270/ERR414270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414270/ERR414270_2.fastq.gz
PRJEB5224,SAMEA2338657,MH0315,ERR414271,21480450,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414271/ERR414271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414271/ERR414271_2.fastq.gz
PRJEB5224,SAMEA2338657,MH0315,ERR414272,8480202,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414272/ERR414272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414272/ERR414272_2.fastq.gz
PRJEB5224,SAMEA2338658,MH0319,ERR414273,31991715,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414273/ERR414273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414273/ERR414273_2.fastq.gz
PRJEB5224,SAMEA2338659,MH0323,ERR414274,30885155,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414274/ERR414274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414274/ERR414274_2.fastq.gz
PRJEB5224,SAMEA2338660,MH0325,ERR414275,28544439,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414275/ERR414275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414275/ERR414275_2.fastq.gz
PRJEB5224,SAMEA2338661,MH0326,ERR414276,35123933,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414276/ERR414276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414276/ERR414276_2.fastq.gz
PRJEB5224,SAMEA2338662,MH0327,ERR414277,28060305,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414277/ERR414277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414277/ERR414277_2.fastq.gz
PRJEB5224,SAMEA2338663,MH0328,ERR414278,27505017,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414278/ERR414278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414278/ERR414278_2.fastq.gz
PRJEB5224,SAMEA2338664,MH0329,ERR414279,33143312,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414279/ERR414279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414279/ERR414279_2.fastq.gz
PRJEB5224,SAMEA2338665,MH0330,ERR414280,32716212,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414280/ERR414280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414280/ERR414280_2.fastq.gz
PRJEB5224,SAMEA2338666,MH0332,ERR414281,34818620,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414281/ERR414281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414281/ERR414281_2.fastq.gz
PRJEB5224,SAMEA2338667,MH0334,ERR414282,30872024,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414282/ERR414282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414282/ERR414282_2.fastq.gz
PRJEB5224,SAMEA2338668,MH0335,ERR414283,28788076,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414283/ERR414283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414283/ERR414283_2.fastq.gz
PRJEB5224,SAMEA2338669,MH0336,ERR414284,28516644,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414284/ERR414284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414284/ERR414284_2.fastq.gz
PRJEB5224,SAMEA2338670,MH0337,ERR414285,26242843,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414285/ERR414285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414285/ERR414285_2.fastq.gz
PRJEB5224,SAMEA2338670,MH0337,ERR414286,3484433,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414286/ERR414286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414286/ERR414286_2.fastq.gz
PRJEB5224,SAMEA2338671,MH0338,ERR414287,31114769,ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414287/ERR414287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414287/ERR414287_2.fastq.gz
